,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres
987,"CYANOGEN. Rent, buy an apartment, a room, a cottage 3+",HOUSE_AND_HOME,4.3,37711,40.0,1000000,Free,0.0,Everyone,House & Home
988,Good room network fast rent,HOUSE_AND_HOME,3.7,2758,8.6,500000,Free,0.0,Everyone,House & Home
989,LIFULL HOME'S,HOUSE_AND_HOME,4.2,7573,18.0,1000000,Free,0.0,Everyone,House & Home
990,"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,4.5,8481,7.5,1000000,Free,0.0,Everyone,House & Home
991,Gold Butterfly Keyboard Theme,HOUSE_AND_HOME,4.3,10054,9.1,1000000,Free,0.0,Everyone,House & Home
992,"Apartment, Home Rental Search: Realtor.com Rentals",HOUSE_AND_HOME,3.9,10117,13.0,1000000,Free,0.0,Everyone,House & Home
993,591 Housing Trading - Hong Kong,HOUSE_AND_HOME,4.3,3522,15.0,100000,Free,0.0,Everyone,House & Home
994,Redfin Real Estate,HOUSE_AND_HOME,4.6,36857,19.0,1000000,Free,0.0,Everyone,House & Home
995,DaBang - Rental Homes in Korea,HOUSE_AND_HOME,4.4,23013,26.0,5000000,Free,0.0,Everyone,House & Home
996,DIY On A Budget,HOUSE_AND_HOME,4.7,114,8.3,10000,Free,0.0,Teen,House & Home
997,Free Foreclosure Real Estate Search by USHUD.com,HOUSE_AND_HOME,3.4,287,27.0,100000,Free,0.0,Everyone,House & Home
998,Mortgage by Zillow: Calculator & Rates,HOUSE_AND_HOME,4.3,4435,7.9,500000,Free,0.0,Everyone,House & Home
999,Room planner: Interior & Floorplan Design for IKEA,HOUSE_AND_HOME,4.0,4281,27.0,100000,Free,0.0,Everyone,House & Home
1000,Rent.com Apartment Homes,HOUSE_AND_HOME,4.0,7508,5.1,1000000,Free,0.0,Everyone,House & Home
1001,Good house to buy a house,HOUSE_AND_HOME,3.8,491,15.0,100000,Free,0.0,Everyone,House & Home
1002,Apartments.com Rental Search,HOUSE_AND_HOME,4.3,22584,16.0,1000000,Free,0.0,Everyone,House & Home
1003,Hemnet,HOUSE_AND_HOME,3.6,4087,9.2,500000,Free,0.0,Everyone,House & Home
1004,House app: beautiful everyday ~,HOUSE_AND_HOME,4.6,2669,10.0,500000,Free,0.0,Teen,House & Home
1005,"N1.RU - Real estate: apartments, new buildings, lodging",HOUSE_AND_HOME,4.5,7619,13.0,100000,Free,0.0,Everyone,House & Home
1006,Ruler,HOUSE_AND_HOME,4.7,126,1.9,10000,Free,0.0,Everyone,House & Home
1007,Home Decor Showpiece Art making: Medium Difficulty,HOUSE_AND_HOME,4.3,273,7.0,50000,Free,0.0,Everyone,House & Home
1008,"乐屋网: Buying a house, selling a house, renting a house",HOUSE_AND_HOME,3.7,2248,15.0,100000,Free,0.0,Everyone,House & Home
1009,iProperty Malaysia,HOUSE_AND_HOME,4.2,809,7.8,100000,Free,0.0,Everyone,House & Home
1010,ColorSnap® Visualizer,HOUSE_AND_HOME,3.4,3280,77.0,1000000,Free,0.0,Everyone,House & Home
1011,Apartment Decorating Ideas,HOUSE_AND_HOME,3.9,1478,5.7,100000,Free,0.0,Everyone,House & Home
1012,Bedroom Decorating Ideas,HOUSE_AND_HOME,4.0,2382,5.9,500000,Free,0.0,Everyone,House & Home
1013,Room Painting Ideas,HOUSE_AND_HOME,4.0,4450,7.6,1000000,Free,0.0,Everyone,House & Home
1014,Kitchen Island Ideas,HOUSE_AND_HOME,4.0,515,5.8,50000,Free,0.0,Everyone,House & Home
1015,Living Room Decorating Ideas,HOUSE_AND_HOME,4.0,4465,5.8,1000000,Free,0.0,Everyone,House & Home
1016,Bathroom Decorating Ideas,HOUSE_AND_HOME,4.1,2427,5.3,500000,Free,0.0,Everyone,House & Home
1017,Wall Decorating Ideas,HOUSE_AND_HOME,3.9,6631,5.5,1000000,Free,0.0,Everyone,House & Home
1018,Zumper - Apartment Rental Finder,HOUSE_AND_HOME,4.4,11200,25.0,1000000,Free,0.0,Everyone,House & Home
1019,RadPad: Apartment Finder App,HOUSE_AND_HOME,4.4,6896,35.0,500000,Free,0.0,Everyone,House & Home
1020,Mortgage by Zillow: Calculator & Rates,HOUSE_AND_HOME,4.3,4435,7.9,500000,Free,0.0,Everyone,House & Home
1021,Redfin Real Estate,HOUSE_AND_HOME,4.6,36857,19.0,1000000,Free,0.0,Everyone,House & Home
1022,"Apartment List: Housing, Apt, and Property Rentals",HOUSE_AND_HOME,4.5,8481,7.5,1000000,Free,0.0,Everyone,House & Home
1023,Realtor.com Real Estate: Homes for Sale and Rent,HOUSE_AND_HOME,4.5,162243,12.0,10000000,Free,0.0,Everyone,House & Home
1024,Zillow: Find Houses for Sale & Apartments for Rent,HOUSE_AND_HOME,4.5,417907,34.0,10000000,Free,0.0,Everyone,House & Home
1025,Homesnap Real Estate & Rentals,HOUSE_AND_HOME,4.3,3834,30.0,500000,Free,0.0,Everyone,House & Home
1026,Apartments.com Rental Search,HOUSE_AND_HOME,4.3,22584,16.0,1000000,Free,0.0,Everyone,House & Home
1027,Trulia Mortgage Calculators,HOUSE_AND_HOME,4.1,81,16.0,50000,Free,0.0,Everyone,House & Home
1028,Quotes,LIBRARIES_AND_DEMO,4.4,58,15.0,10000,Free,0.0,Everyone,Libraries & Demo
1029,Best New Ringtones 2018 Free 🔥 For Android™,LIBRARIES_AND_DEMO,4.6,3014,21.0,100000,Free,0.0,Everyone,Libraries & Demo
1030,SUDOKU,LIBRARIES_AND_DEMO,4.1,923,4.3,100000,Free,0.0,Everyone,Libraries & Demo
1031,Aviary Effects: Classic,LIBRARIES_AND_DEMO,3.8,67007,0.232,5000000,Free,0.0,Everyone,Libraries & Demo
1032,Chakra Cleansing,LIBRARIES_AND_DEMO,4.6,539,99.0,50000,Free,0.0,Everyone,Libraries & Demo
1033,Aviary Stickers: Free Pack,LIBRARIES_AND_DEMO,3.5,126862,0.624,10000000,Free,0.0,Everyone,Libraries & Demo
1034,Call Recorder,LIBRARIES_AND_DEMO,4.7,48,6.9,1000,Free,0.0,Everyone,Libraries & Demo
1035,Pink Water Sakura Keyboard Theme,LIBRARIES_AND_DEMO,4.3,1465,7.0,100000,Free,0.0,Everyone,Libraries & Demo
1036,auto Call Recorder 2018,LIBRARIES_AND_DEMO,4.5,929,7.0,50000,Free,0.0,Everyone,Libraries & Demo
1037,converter video to mp3,LIBRARIES_AND_DEMO,4.4,783,6.4,100000,Free,0.0,Everyone,Libraries & Demo
1038,chicken song,LIBRARIES_AND_DEMO,4.3,434,16.0,100000,Free,0.0,Everyone,Libraries & Demo
1039,Binaural Beats Meditation,LIBRARIES_AND_DEMO,4.3,411,95.0,50000,Free,0.0,Everyone,Libraries & Demo
1040,Essential Resources,LIBRARIES_AND_DEMO,4.6,237,0.0085,50000,Free,0.0,Everyone,Libraries & Demo
1041,MOMOLAND BBoom BBoom,LIBRARIES_AND_DEMO,4.6,2580,20.0,100000,Free,0.0,Everyone,Libraries & Demo
1042,Cardboard,LIBRARIES_AND_DEMO,4.2,130272,50.0,10000000,Free,0.0,Everyone,Libraries & Demo
1043,Bird Sounds & Bird Ringtones for Free 2018,LIBRARIES_AND_DEMO,4.6,130,12.0,10000,Free,0.0,Everyone,Libraries & Demo
1044,Top Popular Ringtones 2018 Free 🔥,LIBRARIES_AND_DEMO,4.4,7396,22.0,500000,Free,0.0,Everyone,Libraries & Demo
1045,Wifi Connect Library,LIBRARIES_AND_DEMO,3.9,58055,0.041,5000000,Free,0.0,Everyone,Libraries & Demo
1046,Super Funny Ringtones 2018 🔔,LIBRARIES_AND_DEMO,4.5,1703,22.0,100000,Free,0.0,Everyone,Libraries & Demo
1047,Apk Installer,LIBRARIES_AND_DEMO,3.8,7750,0.292,1000000,Free,0.0,Everyone,Libraries & Demo
1048,SAMSUNG RETAILMODE 2018,LIBRARIES_AND_DEMO,4.3,6,5.5,10000,Free,0.0,Everyone,Libraries & Demo
1049,Eternal life,LIBRARIES_AND_DEMO,5.0,26,2.5,1000,Free,0.0,Everyone,Libraries & Demo
1050,V380s,LIBRARIES_AND_DEMO,3.2,1919,8.1,500000,Free,0.0,Everyone,Libraries & Demo
1051,Cool Popular Ringtones 2018 🔥,LIBRARIES_AND_DEMO,4.5,60170,28.0,1000000,Free,0.0,Everyone,Libraries & Demo
1052,Blackpink as if it's your last,LIBRARIES_AND_DEMO,4.7,831,24.0,100000,Free,0.0,Everyone,Libraries & Demo
1053,Wifi Test,LIBRARIES_AND_DEMO,4.0,8671,3.1,1000000,Free,0.0,Everyone,Libraries & Demo
1054,Market Update Helper,LIBRARIES_AND_DEMO,4.1,20145,0.011,1000000,Free,0.0,Everyone,Libraries & Demo
1055,Ayyush wih wih new without Net,LIBRARIES_AND_DEMO,3.8,912,13.0,500000,Free,0.0,Everyone,Libraries & Demo
1056,Girls Nancy Ajram Without Net,LIBRARIES_AND_DEMO,4.7,2639,19.0,500000,Free,0.0,Everyone,Libraries & Demo
1057,R M Lock Screen,LIBRARIES_AND_DEMO,4.5,399,9.5,100000,Free,0.0,Everyone,Libraries & Demo
1058,Barcode Scanner,LIBRARIES_AND_DEMO,4.2,3945,9.4,500000,Free,0.0,Everyone,Libraries & Demo
1059,New Ringtones 2018,LIBRARIES_AND_DEMO,4.1,3781,36.0,1000000,Free,0.0,Everyone,Libraries & Demo
1060,EyeCloud,LIBRARIES_AND_DEMO,3.1,1267,55.0,100000,Free,0.0,Everyone,Libraries & Demo
1061,Dollhouse Decorating Games,LIFESTYLE,4.1,18968,32.0,5000000,Free,0.0,Teen,Lifestyle
1062,metroZONE,LIFESTYLE,4.1,47497,34.0,10000000,Free,0.0,Everyone,Lifestyle
1063,Easy Hair Style Design,LIFESTYLE,4.3,601,5.1,100000,Free,0.0,Everyone,Lifestyle
1064,Talking Babsy Baby: Baby Games,LIFESTYLE,4.0,140995,100.0,10000000,Free,0.0,Everyone,Lifestyle;Pretend Play
1065,"Black Wallpaper, AMOLED, Dark Background: Darkify",LIFESTYLE,4.6,51357,80.0,5000000,Free,0.0,Everyone,Lifestyle
1066,Girly Wallpapers Backgrounds,LIFESTYLE,4.4,13565,3.3,1000000,Free,0.0,Everyone,Lifestyle
1067,Chart - Myanmar Keyboard,LIFESTYLE,4.4,39364,28.0,5000000,Free,0.0,Everyone,Lifestyle
1068,Easy Makeup Tutorials,LIFESTYLE,4.3,7287,5.0,1000000,Free,0.0,Everyone,Lifestyle
1069,Horoscopes – Daily Zodiac Horoscope and Astrology,LIFESTYLE,4.6,161143,11.0,10000000,Free,0.0,Everyone 10+,Lifestyle
1070,Entel,LIFESTYLE,3.2,16168,55.0,1000000,Free,0.0,Everyone,Lifestyle
1071,ZenUI Safeguard,LIFESTYLE,4.5,100,7.1,1000000,Free,0.0,Everyone,Lifestyle
1072,Live 4D Results ! (MY & SG),LIFESTYLE,4.6,116079,3.2,5000000,Free,0.0,Everyone,Lifestyle
1073,Diary with lock,LIFESTYLE,4.6,815893,4.4,10000000,Free,0.0,Everyone,Lifestyle
1074,FOSSIL Q: DESIGN YOUR DIAL,LIFESTYLE,4.3,985,16.0,500000,Free,0.0,Everyone,Lifestyle
1075,Telstra,LIFESTYLE,3.0,4260,6.3,5000000,Free,0.0,Everyone,Lifestyle
1076,Family Locator - GPS Tracker,LIFESTYLE,4.4,726074,45.0,10000000,Free,0.0,Everyone,Lifestyle
1077,Van Nien 2018 - Lich Van su & Lich Am,LIFESTYLE,4.4,3829,23.0,1000000,Free,0.0,Everyone,Lifestyle
1078,Safeway,LIFESTYLE,4.3,33572,37.0,1000000,Free,0.0,Everyone,Lifestyle
1079,HTC Speak,LIFESTYLE,3.5,6145,13.0,10000000,Free,0.0,Everyone,Lifestyle
1080,Kawaii Easy Drawing : How to draw Step by Step,LIFESTYLE,4.3,34327,8.1,5000000,Free,0.0,Everyone,Lifestyle
1081,Tattoodo - Find your next tattoo,LIFESTYLE,4.5,7457,13.0,1000000,Free,0.0,Teen,Lifestyle
1082,H&M,LIFESTYLE,3.7,41941,14.0,10000000,Free,0.0,Everyone,Lifestyle
1083,Samsung+,LIFESTYLE,4.5,82145,30.0,50000000,Free,0.0,Everyone,Lifestyle
1084,Anime Avatar Creator: Make Your Own Avatar,LIFESTYLE,4.2,10944,36.0,1000000,Free,0.0,Everyone,Lifestyle
1085,Beautiful Design Birthday Cake,LIFESTYLE,4.3,665,3.0,500000,Free,0.0,Everyone,Lifestyle
1086,Pronunciation and know the name of the caller from his number,LIFESTYLE,4.6,2167,1.4,500000,Free,0.0,Everyone,Lifestyle
1087,Super Slime Simulator - Satisfying Slime App,LIFESTYLE,4.5,53652,39.0,1000000,Free,0.0,Everyone,Lifestyle
1088,Caf - My Account,LIFESTYLE,3.9,18961,1.8,5000000,Free,0.0,Everyone,Lifestyle
1089,H Pack,LIFESTYLE,4.3,9412,1.7,1000000,Free,0.0,Everyone,Lifestyle
1090,Family convenience store FamilyMart,LIFESTYLE,3.3,9663,19.0,1000000,Free,0.0,Everyone,Lifestyle
1091,သိင်္ Astrology - Min Thein Kha BayDin,LIFESTYLE,4.7,2225,15.0,100000,Free,0.0,Everyone,Lifestyle
1092,w UN map,LIFESTYLE,4.2,23164,10.0,1000000,Free,0.0,Mature 17+,Lifestyle
1093,Official Matsumoto Kiyoshi application,LIFESTYLE,3.2,3031,2.7,1000000,Free,0.0,Everyone,Lifestyle
1094,Galaxy Gift,LIFESTYLE,4.4,95557,16.0,10000000,Free,0.0,Everyone,Lifestyle
1095,PASS by KT (formerly KT certified),LIFESTYLE,3.5,7869,21.0,1000000,Free,0.0,Everyone,Lifestyle
1096,Safety stepping stone,LIFESTYLE,3.7,4212,20.0,1000000,Free,0.0,Everyone,Lifestyle
1097,Rate Guide Bill Letter,LIFESTYLE,3.8,17368,14.0,10000000,Free,0.0,Everyone,Lifestyle
1098,US Mission - buy gourmet movie KTV,LIFESTYLE,3.8,6554,76.0,500000,Free,0.0,Teen,Lifestyle
1099,OK cashbag [point of pleasure],LIFESTYLE,3.7,33264,18.0,10000000,Free,0.0,Everyone,Lifestyle
1100,JOANN - Crafts & Coupons,LIFESTYLE,4.6,34782,12.0,1000000,Free,0.0,Everyone,Lifestyle
1101,MK eCatalog,LIFESTYLE,4.0,6676,6.2,1000000,Free,0.0,Everyone,Lifestyle
1102,Fashion in Vogue,LIFESTYLE,3.8,1797,6.8,100000,Free,0.0,Everyone,Lifestyle
1103,StyleSeat,LIFESTYLE,4.7,20304,24.0,500000,Free,0.0,Everyone,Lifestyle
1104,Wedding Countdown Widget,LIFESTYLE,3.9,7376,19.0,1000000,Free,0.0,Everyone,Lifestyle
1105,My Day - Countdown Calendar 🗓️,LIFESTYLE,4.1,49147,13.0,1000000,Free,0.0,Everyone,Lifestyle
1106,justWink Greeting Cards,LIFESTYLE,4.6,69177,15.0,1000000,Free,0.0,Teen,Lifestyle
1107,Wedding LookBook by The Knot,LIFESTYLE,4.2,3448,13.0,100000,Free,0.0,Everyone,Lifestyle
1108,"Wedding Planner by WeddingWire - Venues, Checklist",LIFESTYLE,4.2,3788,44.0,1000000,Free,0.0,Everyone,Lifestyle
1109,WedMeGood - Wedding Planner,LIFESTYLE,4.6,1658,9.7,100000,Free,0.0,Everyone,Lifestyle
1110,StyleSeat,LIFESTYLE,4.7,20304,24.0,500000,Free,0.0,Everyone,Lifestyle
1111,DIY Garden Ideas,LIFESTYLE,4.1,3309,13.0,500000,Free,0.0,Everyone,Lifestyle
1112,Brit + Co,LIFESTYLE,3.9,987,4.5,10000,Free,0.0,Everyone,Lifestyle
1113,Creative Ideas - DIY & Craft,LIFESTYLE,4.0,5208,4.5,100000,Free,0.0,Teen,Lifestyle
1114,Homestyler Interior Design & Decorating Ideas,LIFESTYLE,4.1,78298,29.0,5000000,Free,0.0,Everyone,Lifestyle
1115,JOANN - Crafts & Coupons,LIFESTYLE,4.6,34802,12.0,1000000,Free,0.0,Everyone,Lifestyle
1116,Wheretoget: Shop in style,LIFESTYLE,4.1,6808,12.0,500000,Free,0.0,Teen,Lifestyle
1117,Chictopia,LIFESTYLE,4.1,360,4.6,10000,Free,0.0,Everyone,Lifestyle
1118,Scarf Fashion Designer,LIFESTYLE,4.4,16637,10.0,1000000,Free,0.0,Everyone,Lifestyle
1119,Fashion in Vogue,LIFESTYLE,3.8,1797,6.8,100000,Free,0.0,Everyone,Lifestyle
1120,Zara,LIFESTYLE,4.3,95904,33.0,10000000,Free,0.0,Everyone,Lifestyle
1121,Wheretoget: Shop in style,LIFESTYLE,4.1,6808,12.0,500000,Free,0.0,Teen,Lifestyle
1122,Chictopia,LIFESTYLE,4.1,360,4.6,10000,Free,0.0,Everyone,Lifestyle
1123,Scarf Fashion Designer,LIFESTYLE,4.4,16637,10.0,1000000,Free,0.0,Everyone,Lifestyle
1124,Fashion in Vogue,LIFESTYLE,3.8,1797,6.8,100000,Free,0.0,Everyone,Lifestyle
1125,Zara,LIFESTYLE,4.3,95905,33.0,10000000,Free,0.0,Everyone,Lifestyle
1126,Real Estate by Movoto,LIFESTYLE,4.4,3114,13.0,100000,Free,0.0,Everyone,Lifestyle
1127,Etta Homes,LIFESTYLE,4.2,220,15.0,50000,Free,0.0,Everyone,Lifestyle
1128,Houlihan Lawrence,LIFESTYLE,4.4,33,23.0,5000,Free,0.0,Everyone,Lifestyle
1129,Home Scouting® MLS Mobile,LIFESTYLE,4.3,1533,7.7,100000,Free,0.0,Everyone,Lifestyle
1130,ZipRealty Real Estate & Homes,LIFESTYLE,4.0,3937,15.0,100000,Free,0.0,Everyone,Lifestyle
1131,Sotheby's International Realty,LIFESTYLE,4.2,894,25.0,50000,Free,0.0,Everyone,Lifestyle
1132,Neighborhoods & Apartments,LIFESTYLE,3.9,2042,3.0,100000,Free,0.0,Everyone,Lifestyle
1133,Keller Williams Real Estate,LIFESTYLE,4.4,13213,22.0,1000000,Free,0.0,Everyone,Lifestyle
1134,Bed Time Fan - White Noise Sleep Sounds,LIFESTYLE,4.5,10097,7.5,500000,Free,0.0,Everyone,Lifestyle
1135,Nature Sounds,LIFESTYLE,4.8,28588,24.0,1000000,Free,0.0,Everyone,Lifestyle
1136,White Noise Baby,LIFESTYLE,4.5,10544,44.0,1000000,Free,0.0,Everyone,Lifestyle
1137,7 Day Food Journal Challenge,LIFESTYLE,4.5,3346,14.0,100000,Free,0.0,Teen,Lifestyle
1138,ROBLOX,GAME,4.5,4447388,67.0,100000000,Free,0.0,Everyone 10+,Adventure;Action & Adventure
1139,Subway Surfers,GAME,4.5,27722264,76.0,1000000000,Free,0.0,Everyone 10+,Arcade
1140,Candy Crush Saga,GAME,4.4,22426677,74.0,500000000,Free,0.0,Everyone,Casual
1141,Solitaire,GAME,4.7,254258,23.0,10000000,Free,0.0,Everyone,Card
1142,Bubble Shooter,GAME,4.5,148897,46.0,10000000,Free,0.0,Everyone,Casual
1143,Hello Kitty Nail Salon,GAME,4.2,369203,24.0,50000000,Free,0.0,Everyone,Casual;Pretend Play
1144,Clash Royale,GAME,4.6,23133508,97.0,100000000,Free,0.0,Everyone 10+,Strategy
1145,Temple Run 2,GAME,4.3,8118609,62.0,500000000,Free,0.0,Everyone,Action
1146,Pou,GAME,4.3,10485308,24.0,500000000,Free,0.0,Everyone,Casual
1147,Helix Jump,GAME,4.2,1497361,33.0,100000000,Free,0.0,Everyone,Action
1148,Block Puzzle,GAME,4.6,59800,7.8,5000000,Free,0.0,Everyone,Puzzle
1149,Angry Birds Rio,GAME,4.4,2610526,46.0,100000000,Free,0.0,Everyone,Arcade
1150,Plants vs. Zombies FREE,GAME,4.4,4066989,69.0,100000000,Free,0.0,Everyone 10+,Strategy
1151,Sonic Dash,GAME,4.5,3778921,75.0,100000000,Free,0.0,Everyone,Arcade
1152,Candy Crush Soda Saga,GAME,4.4,6198563,67.0,100000000,Free,0.0,Everyone,Casual
1153,Zombie Hunter King,GAME,4.3,10306,50.0,1000000,Free,0.0,Mature 17+,Action
1154,Clash of Clans,GAME,4.6,44891723,98.0,100000000,Free,0.0,Everyone 10+,Strategy
1155,Block Puzzle Classic Legend !,GAME,4.2,17039,4.9,5000000,Free,0.0,Everyone,Puzzle
1156,PAC-MAN,GAME,4.2,685981,37.0,100000000,Free,0.0,Everyone,Arcade
1157,Super Jim Jump - pixel 3d,GAME,4.5,10393,18.0,1000000,Free,0.0,Everyone,Arcade
1158,8 Ball Pool,GAME,4.5,14198297,52.0,100000000,Free,0.0,Everyone,Sports
1159,Bubble Witch 3 Saga,GAME,4.7,1732263,78.0,50000000,Free,0.0,Everyone,Puzzle
1160,Word Search,GAME,4.7,295241,3.9,10000000,Free,0.0,Everyone,Word
1161,Granny,GAME,4.5,1135631,59.0,50000000,Free,0.0,Teen,Arcade
1162,Angry Birds Classic,GAME,4.4,5566669,97.0,100000000,Free,0.0,Everyone,Arcade
1163,Flow Free,GAME,4.3,1295557,11.0,100000000,Free,0.0,Everyone,Puzzle
1164,Race the Traffic Moto,GAME,3.8,270687,38.0,10000000,Free,0.0,Teen,Racing
1165,Barbie™ Fashion Closet,GAME,4.1,68057,85.0,10000000,Free,0.0,Everyone,Casual;Creativity
1166,Candy Crush Jelly Saga,GAME,4.3,1300490,78.0,50000000,Free,0.0,Everyone,Puzzle
1167,Hill Climb Racing,GAME,4.4,8923587,63.0,100000000,Free,0.0,Everyone,Racing
1168,Marble - Temple Quest,GAME,4.3,42053,24.0,10000000,Free,0.0,Everyone,Puzzle
1169,Shooting King,GAME,4.4,257724,69.0,10000000,Free,0.0,Everyone 10+,Sports
1170,Zombie Catchers,GAME,4.7,990491,75.0,10000000,Free,0.0,Everyone,Action
1171,Farm Heroes Saga,GAME,4.4,7614130,70.0,100000000,Free,0.0,Everyone,Casual
1172,Geometry Dash World,GAME,4.6,760628,63.0,10000000,Free,0.0,Everyone,Arcade
1173,My Talking Angela,GAME,4.5,9881829,99.0,100000000,Free,0.0,Everyone,Casual
1174,Cut the Rope FULL FREE,GAME,4.4,2123381,49.0,100000000,Free,0.0,Everyone,Puzzle
1175,Subway Surfers,GAME,4.5,27723193,76.0,1000000000,Free,0.0,Everyone 10+,Arcade
1176,ROBLOX,GAME,4.5,4447346,67.0,100000000,Free,0.0,Everyone 10+,Adventure;Action & Adventure
1177,Pou,GAME,4.3,10485334,24.0,500000000,Free,0.0,Everyone,Casual
1178,8 Ball Pool,GAME,4.5,14198602,52.0,100000000,Free,0.0,Everyone,Sports
1179,Clash of Clans,GAME,4.6,44891723,98.0,100000000,Free,0.0,Everyone 10+,Strategy
1180,Candy Crush Saga,GAME,4.4,22428456,74.0,500000000,Free,0.0,Everyone,Casual
1181,Plants vs. Zombies FREE,GAME,4.4,4066980,69.0,100000000,Free,0.0,Everyone 10+,Strategy
1182,Cooking Fever,GAME,4.5,3197865,82.0,100000000,Free,0.0,Everyone,Arcade
1183,Score! Hero,GAME,4.6,5418675,96.0,100000000,Free,0.0,Everyone,Sports
1184,My Talking Angela,GAME,4.5,9881908,99.0,100000000,Free,0.0,Everyone,Casual
1185,Bubble Shooter,GAME,4.5,148895,46.0,10000000,Free,0.0,Everyone,Casual
1186,Miraculous Ladybug & Cat Noir - The Official Game,GAME,4.5,183846,99.0,10000000,Free,0.0,Everyone,Action
1187,Wordscapes,GAME,4.8,230710,87.0,10000000,Free,0.0,Everyone,Word
1188,Word Search,GAME,4.7,295305,3.9,10000000,Free,0.0,Everyone,Word
1189,Candy Crush Soda Saga,GAME,4.4,6198880,67.0,100000000,Free,0.0,Everyone,Casual
1190,Garena Free Fire,GAME,4.5,5465624,53.0,100000000,Free,0.0,Teen,Action
1191,Block Puzzle,GAME,4.6,59854,7.8,5000000,Free,0.0,Everyone,Puzzle
1192,Clash Royale,GAME,4.6,23134775,97.0,100000000,Free,0.0,Everyone 10+,Strategy
1193,Granny,GAME,4.5,1137271,59.0,50000000,Free,0.0,Teen,Arcade
1194,Angry Birds Rio,GAME,4.4,2610622,46.0,100000000,Free,0.0,Everyone,Arcade
1195,Zombie Catchers,GAME,4.7,990586,75.0,10000000,Free,0.0,Everyone,Action
1196,Zombie Hunter King,GAME,4.3,10354,50.0,1000000,Free,0.0,Mature 17+,Action
1197,Temple Run 2,GAME,4.3,8118937,62.0,500000000,Free,0.0,Everyone,Action
1198,Jungle Marble Blast,GAME,4.3,18985,23.0,5000000,Free,0.0,Everyone,Casual
1199,Rider,GAME,4.5,655067,72.0,10000000,Free,0.0,Teen,Arcade
1200,Farm Heroes Saga,GAME,4.4,7614271,70.0,100000000,Free,0.0,Everyone,Casual
1201,Super Jim Jump - pixel 3d,GAME,4.5,10434,18.0,1000000,Free,0.0,Everyone,Arcade
1202,Roll the Ball® - slide puzzle,GAME,4.5,1385093,35.0,100000000,Free,0.0,Everyone,Puzzle
1203,Talking Tom Gold Run,GAME,4.6,2698348,78.0,100000000,Free,0.0,Everyone,Action
1204,Pixel Art: Color by Number Game,GAME,4.7,1125017,25.0,10000000,Free,0.0,Everyone,Puzzle
1205,Dream League Soccer 2018,GAME,4.6,9882639,74.0,100000000,Free,0.0,Everyone,Sports
1206,Angry Birds Classic,GAME,4.4,5566805,97.0,100000000,Free,0.0,Everyone,Arcade
1207,Fruits Bomb,GAME,4.4,74673,17.0,10000000,Free,0.0,Everyone,Casual
1208,Traffic Racer,GAME,4.5,5387639,53.0,100000000,Free,0.0,Everyone,Racing
1209,Flow Free,GAME,4.3,1295606,11.0,100000000,Free,0.0,Everyone,Puzzle
1210,Knife Hit,GAME,4.5,461137,60.0,10000000,Free,0.0,Everyone,Arcade
1211,Block Craft 3D: Building Simulator Games For Free,GAME,4.5,946926,57.0,50000000,Free,0.0,Everyone,Simulation
1212,Farm Fruit Pop: Party Time,GAME,4.4,9305,14.0,1000000,Free,0.0,Everyone,Casual
1213,ROBLOX,GAME,4.5,4448791,67.0,100000000,Free,0.0,Everyone 10+,Adventure;Action & Adventure
1214,Helix Jump,GAME,4.2,1498648,33.0,100000000,Free,0.0,Everyone,Action
1215,Subway Surfers,GAME,4.5,27724094,76.0,1000000000,Free,0.0,Everyone 10+,Arcade
1216,Candy Crush Saga,GAME,4.4,22428456,74.0,500000000,Free,0.0,Everyone,Casual
1217,Love Balls,GAME,4.2,360630,40.0,50000000,Free,0.0,Everyone,Puzzle
1218,Granny,GAME,4.5,1137267,59.0,50000000,Free,0.0,Teen,Arcade
1219,8 Ball Pool,GAME,4.5,14200344,52.0,100000000,Free,0.0,Everyone,Sports
1220,Hungry Shark Evolution,GAME,4.5,6074334,100.0,100000000,Free,0.0,Teen,Arcade
1221,Temple Run 2,GAME,4.3,8118937,62.0,500000000,Free,0.0,Everyone,Action
1222,Pokémon GO,GAME,4.1,10424925,85.0,100000000,Free,0.0,Everyone,Adventure
1223,Wordscapes,GAME,4.8,230727,87.0,10000000,Free,0.0,Everyone,Word
1224,Paint Hit,GAME,4.4,37023,33.0,10000000,Free,0.0,Everyone,Casual
1225,Snake VS Block,GAME,4.2,422244,32.0,50000000,Free,0.0,Teen,Arcade
1226,Rolly Vortex,GAME,4.4,98123,40.0,10000000,Free,0.0,Teen,Arcade
1227,Woody Puzzle,GAME,4.7,21262,29.0,1000000,Free,0.0,Everyone,Puzzle
